Date,Open,High,Low,Close,Adj Close,Volume
2007-01-01,142.250000,144.130005,140.250000,143.750000,106.846581,1330329900
2007-02-01,144.149994,146.419998,139.000000,140.929993,104.750534,1494548900
2007-03-01,139.339996,143.809998,136.750000,142.000000,105.545868,2918304400
2007-04-01,142.160004,149.800003,141.479996,148.289993,110.658272,1791289900
2007-05-01,148.419998,153.889999,147.669998,153.320007,114.411766,2508178000
2007-06-01,153.880005,154.399994,148.059998,150.429993,112.255142,3502885400
2007-07-01,150.869995,155.529999,145.039993,145.720001,109.209152,3988676200
2007-08-01,145.179993,150.589996,137.000000,147.589996,110.610542,6195918600
2007-09-01,147.449997,154.389999,144.330002,152.580002,114.350304,2967009200
2007-10-01,152.600006,157.520004,148.660004,154.649994,116.451530,3850069600
2007-11-01,153.289993,153.410004,140.660004,148.660004,111.940994,5472709900
2007-12-01,148.190002,152.889999,143.960007,146.210007,110.096176,3293787500
2008-01-01,146.529999,146.990005,126.000000,137.369995,103.988640,6106834300
2008-02-01,137.940002,139.610001,131.729996,133.820007,101.301308,4151028600
2008-03-01,133.139999,135.809998,126.070000,131.970001,99.900841,5462121800
2008-04-01,133.610001,140.589996,132.330002,138.259995,105.180489,4014652600
2008-05-01,138.380005,144.300003,137.520004,140.350006,106.770477,3646997000
2008-06-01,139.830002,140.889999,127.040001,127.980003,97.360054,5408930000
2008-07-01,126.519997,129.160004,120.019997,126.830002,96.967804,7156206800
2008-08-01,127.120003,131.509995,124.760002,128.789993,98.466339,4344355500
2008-09-01,130.029999,130.710007,110.529999,115.989998,88.680084,8105188900
2008-10-01,115.269997,116.690002,83.580002,96.830002,74.459831,11882352200
2008-11-01,96.779999,100.860001,74.339996,90.089996,69.276932,8762237000
2008-12-01,87.510002,92.430000,81.860001,90.239998,69.392265,6919927700
2009-01-01,90.440002,94.449997,80.050003,82.830002,64.211273,6872039400
2009-02-01,81.570000,87.739998,73.809998,73.930000,57.311810,7275092500
2009-03-01,72.519997,83.300003,67.099998,79.519997,61.645256,8813959700
2009-04-01,78.529999,89.019997,78.330002,87.419998,68.254547,6023006600
2009-05-01,87.440002,93.699997,86.720001,92.529999,72.244286,5195735600
2009-06-01,93.669998,96.110001,88.849998,91.949997,71.791443,5054855000
2009-07-01,92.339996,99.830002,87.000000,98.809998,77.583244,4295844600
2009-08-01,99.849998,104.349998,98.110001,102.459999,80.449173,3957574800
2009-09-01,101.949997,108.059998,99.570000,105.589996,82.906776,3777956700
2009-10-01,103.000000,110.309998,101.989998,103.559998,81.700157,4481700800
2009-11-01,104.129997,111.739998,103.080002,109.940002,86.733475,3430866200
2009-12-01,110.919998,113.029999,109.019997,111.440002,87.916824,2883885800
2010-01-01,112.370003,115.139999,107.220001,107.389999,85.177826,3706842300
2010-02-01,108.150002,111.580002,104.580002,110.739998,87.834885,4451912400
2010-03-01,111.199997,118.169998,111.169998,117.000000,92.800110,3899688500
2010-04-01,117.800003,122.120003,117.099998,118.809998,94.623795,3887089700
2010-05-01,119.379997,120.680000,104.379997,109.370003,87.105507,7413878800
2010-06-01,108.349998,113.199997,102.879997,103.220001,82.207497,5706059600
2010-07-01,103.150002,112.290001,101.129997,110.269997,88.240150,4725402000
2010-08-01,111.989998,113.180000,104.290001,105.309998,84.271034,4541971600
2010-09-01,106.730003,115.790001,106.660004,114.129997,91.328972,4035642500
2010-10-01,114.989998,119.760002,113.180000,118.489998,95.325554,3767490800
2010-11-01,119.070000,122.949997,117.589996,118.489998,95.325554,3983708900
2010-12-01,120.199997,126.199997,120.190002,125.750000,101.166252,2722749900
2011-01-01,126.709999,130.350006,125.699997,128.679993,104.067879,2860314700
2011-02-01,129.460007,134.690002,129.380005,133.149994,107.682892,2820073500
2011-03-01,133.570007,133.690002,125.279999,132.589996,107.230019,4787459400
2011-04-01,133.410004,136.570007,129.509995,136.429993,110.814903,2812718500
2011-05-01,137.070007,137.179993,131.380005,134.899994,109.572151,3337607300
2011-06-01,134.509995,134.919998,126.190002,131.970001,107.192253,4710433400
2011-07-01,132.089996,135.699997,127.970001,129.330002,105.568703,3840768000
2011-08-01,130.839996,130.960007,110.269997,122.220001,99.765038,9050451800
2011-09-01,122.290001,123.400002,111.300003,113.150002,92.361420,6188283200
2011-10-01,112.489998,129.419998,107.430000,125.500000,102.972412,5721102000
2011-11-01,122.029999,128.020004,116.199997,124.989998,102.553925,5013586000
2011-12-01,124.849998,127.260002,120.029999,125.500000,102.972412,3848636100
2012-01-01,127.760002,133.399994,126.430000,131.320007,108.431046,2883821400
2012-02-01,132.289993,138.190002,132.130005,137.020004,113.137543,2894582000
2012-03-01,137.309998,141.830002,134.360001,140.809998,116.266930,3057516200
2012-04-01,140.639999,142.210007,135.759995,139.869995,115.996925,3035644100
2012-05-01,139.789993,141.660004,129.550003,131.470001,109.030624,4004156100
2012-06-01,129.410004,136.270004,127.139999,136.100006,112.870377,3644886200
2012-07-01,136.479996,139.339996,132.600006,137.710007,114.797333,2864743300
2012-08-01,138.699997,143.089996,135.580002,141.160004,117.673309,2413590900
2012-09-01,141.039993,148.110001,140.130005,143.970001,120.015755,2391233500
2012-10-01,144.520004,147.160004,140.389999,141.350006,118.460739,2719915500
2012-11-01,141.649994,143.720001,134.699997,142.149994,119.131142,3032769100
2012-12-01,142.800003,145.580002,139.539993,142.410004,119.349030,2889875900
2013-01-01,145.110001,150.940002,144.729996,149.699997,126.348335,2587140200
2013-02-01,150.649994,153.279999,148.729996,151.610001,127.960442,2581459300
2013-03-01,151.089996,156.850006,150.410004,156.669998,132.231064,2330972300
2013-04-01,156.589996,159.720001,153.550003,159.679993,135.371033,2907035000
2013-05-01,159.330002,169.070007,158.100006,163.449997,138.567123,2781596000
2013-06-01,163.830002,165.990005,155.729996,160.419998,135.998276,3533321800
2013-07-01,161.259995,169.860001,160.220001,168.710007,143.783127,2330904500
2013-08-01,169.990005,170.970001,163.050003,163.649994,139.470718,2283131700
2013-09-01,165.229996,173.600006,163.699997,168.009995,143.186523,2226749600
2013-10-01,168.139999,177.509995,164.529999,175.789993,150.547287,2901739000
2013-11-01,176.020004,181.750000,174.759995,181.000000,155.009186,1930952900
2013-12-01,181.089996,184.690002,177.320007,184.690002,158.169296,2232775900
2014-01-01,183.979996,184.940002,176.880005,178.179993,153.422546,2530650900
